gene,trait
PREP,Asthma
BAX,Asthma
COPS8,Asthma
LHPP,Asthma
CYTH3,Asthma
SAMD5,Asthma
TLSP,Asthma
PTGES,Asthma
MOB3B,Asthma
EQTN,Asthma
TEK,Asthma
GRM4,Asthma
HGMA1,Asthma
JMJD1C,Asthma
REEP3,Asthma
LOC553103,Asthma
MIR3936,Asthma
MIR6830,Asthma
P4HA2,Asthma
P4HA2-AS1,Asthma
PDLIM4,Asthma
SLC22A4,Asthma
RORC,Asthma
RPTN,Asthma
S100A10,Asthma
S100A11,Asthma
TCHH,Asthma
TCHHL1,Asthma
THEM4,Asthma
THEM5,Asthma
C1orf68,Asthma
C2CD4D,Asthma
CRNN,Asthma
FLG-AS1,Asthma
FLG2,Asthma
HRNR,Asthma
KPRP,Asthma
LCE1C,Asthma
LCE1D,Asthma
LCE1E,Asthma
LCE1F,Asthma
LCE2A,Asthma
LCE2B,Asthma
LCE2C,Asthma
LCE2D,Asthma
LCE3A,Asthma
LCE3B,Asthma
LCE3C,Asthma
LCE3D,Asthma
LCE3E,Asthma
LCE4A,Asthma
LCE5A,Asthma
LOC100132111,Asthma
NBPF18P,Asthma
IL18RAP,Asthma
MIR4772,Asthma
SLC9A2,Asthma
SLC9A4,Asthma
HLA-DPA1,Asthma
HLA-DPB1,Asthma
HLA-DPB2,Asthma
GPR182,Asthma
HSD17B6,Asthma
MYO1A,Asthma
NACA,Asthma
PRIM1,Asthma
PTGES3,Asthma
RDH16,Asthma
SDR9C7,Asthma
TAC3,Asthma
TMEM194A,Asthma
ABHD16A,Asthma
AIF1,Asthma
APOM,Asthma
ATP6V1G2,Asthma
ATP6V1G2-DDX39B,Asthma
BAG6,Asthma
C6orf25,Asthma
C6orf47,Asthma
CCHCR1,Asthma
CLIC1,Asthma
CSNK2B,Asthma
DDAH2,Asthma
DDX39B,Asthma
GPANK1,Asthma
HCG26,Asthma
HCG27,Asthma
HLA-B,Asthma
LST1,Asthma
LTA,Asthma
LTB,Asthma
LY6G5B,Asthma
LY6G5C,Asthma
LY6G6C,Asthma
LY6G6D,Asthma
LY6G6E,Asthma
LY6G6F,Asthma
MIR4646,Asthma
MIR6832,Asthma
MIR6891,Asthma
MSH5,Asthma
MSH5-SAPCD1,Asthma
NCR3,Asthma
NFKBIL1,Asthma
POU5F1,Asthma
PRRC2A,Asthma
PSORS1C1,Asthma
PSORS1C2,Asthma
PSORS1C3,Asthma
SAPCD1,Asthma
SNORA38,Asthma
SNORD84,Asthma
SNORD117,Asthma
TCF19,Asthma
TNF,Asthma
VWA7,Asthma
LINGO4,Asthma
MRPL9,Asthma
OAZ3,Asthma
RIIAD1,Asthma
TDRKH,Asthma
C6orf100,Asthma
HCG14,Asthma
LOC401242,Asthma
LOC100129636,Asthma
OR2B3,Asthma
OR2H1,Asthma
OR2J2,Asthma
OR2J3,Asthma
OR2W1,Asthma
OR5V1,Asthma
OR10C1,Asthma
OR11A1,Asthma
OR12D2,Asthma
OR12D3,Asthma
OR14J1,Asthma
ZNF311,Asthma
LCE1A,Asthma
LCE1B,Asthma
LCE6A,Asthma
CAMK4,Asthma
WDR36,Asthma
EFCAB13,Asthma
KPNB1,Asthma
LRRC46,Asthma
MRPL10,Asthma
MRPL45P2,Asthma
NPEPPS,Asthma
SCRN2,Asthma
SP6,Asthma
TBKBP1,Asthma
TBX21,Asthma
KIAA1109,Asthma
ERMP1,Asthma
KIAA1432,Asthma
KIAA2026,Asthma
MIR4665,Asthma
MLANA,Asthma
FLJ21408,Asthma
KDM8,Asthma
NSMCE1,Asthma
RBM17,Asthma
ERBB3,Asthma
ESYT1,Asthma
MYL6,Asthma
MYL6B,Asthma
PA2G4,Asthma
PMEL,Asthma
RAB5B,Asthma
RNF41,Asthma
RPL41,Asthma
RPS26,Asthma
SMARCC2,Asthma
ZC3H10,Asthma
ABI3,Asthma
FLJ40194,Asthma
GNGT2,Asthma
MIR6129,Asthma
PHOSPHO1,Asthma
TMEM232,Asthma
IL21,Asthma
IL21-AS1,Asthma
GLDC,Asthma
TPD52L3,Asthma
UHRF2,Asthma
GUCY2EP,Asthma
LOC100506127,Asthma
PRKRIR,Asthma
UVRAG,Asthma
WNT11,Asthma
CASC3,Asthma
CDC6,Asthma
CSF3,Asthma
MED24,Asthma
MIR6866,Asthma
MIR6867,Asthma
MIR6884,Asthma
MSL1,Asthma
NR1D1,Asthma
PSMD3,Asthma
RAPGEFL1,Asthma
RARA,Asthma
RARA-AS1,Asthma
SNORD124,Asthma
THRA,Asthma
WIPF2,Asthma
ARL5C,Asthma
CACNB1,Asthma
CDK12,Asthma
FBXL20,Asthma
MED1,Asthma
MIR4728,Asthma
NEUROD2,Asthma
PLXDC1,Asthma
PNMT,Asthma
PPP1R1B,Asthma
RPL19,Asthma
STAC2,Asthma
STARD3,Asthma
TCAP,Asthma
IVL,Asthma
LELP1,Asthma
LOC101928009,Asthma
LOR,Asthma
PGLYRP3,Asthma
PGLYRP4,Asthma
PRR9,Asthma
S100A7A,Asthma
S100A7L2,Asthma
S100A8,Asthma
S100A9,Asthma
S100A12,Asthma
SMCP,Asthma
SPRR1A,Asthma
SPRR1B,Asthma
SPRR2A,Asthma
SPRR2B,Asthma
SPRR2C,Asthma
SPRR2D,Asthma
SPRR2E,Asthma
SPRR2F,Asthma
SPRR2G,Asthma
SPRR3,Asthma
SPRR4,Asthma
CCNI2,Asthma
KIF3A,Asthma
JAZF1-AS1,Asthma
BRD2,Asthma
HCG23,Asthma
HLA-DMA,Asthma
HLA-DMB,Asthma
HLA-DOB,Asthma
HLA-DQB2,Asthma
HLA-DRB6,Asthma
LOC100294145,Asthma
PSMB8,Asthma
PSMB9,Asthma
TAP1,Asthma
TAP2,Asthma
TAPSAR1,Asthma
Intergenic,Asthma
LINC00709,Asthma
HMSD,Asthma
SERPINB2,Asthma
SERPINB10,Asthma
IL5,Asthma
THEMIS,Asthma
OTULIN,Asthma
FKSG29,Asthma
GPR18,Asthma
GPR183,Asthma
LINC01232,Asthma
MIR548AN,Asthma
MIR623,Asthma
UBAC2-AS1,Asthma
ITGB8,Asthma
CRTAP,Asthma
SUSD5,Asthma
TMPPE,Asthma
CIITA,Asthma
IL1R2,Asthma
LINC01127,Asthma
MAP4K4,Asthma
GAL3ST2,Asthma
LRRC3C,Asthma
AGER,Asthma
AGPAT1,Asthma
EGFL8,Asthma
GPSM3,Asthma
MIR6721,Asthma
MIR6833,Asthma
PPT2-EGFL8,Asthma
RNF5,Asthma
RNF5P1,Asthma
C2,Asthma
C4A,Asthma
C4B,Asthma
C4B_2,Asthma
C6orf48,Asthma
CFB,Asthma
CYP21A1P,Asthma
CYP21A2,Asthma
DXO,Asthma
EHMT2,Asthma
HSPA1A,Asthma
HSPA1B,Asthma
HSPA1L,Asthma
LOC102060414,Asthma
LSM2,Asthma
MIR1236,Asthma
NELFE,Asthma
NEU1,Asthma
SKIV2L,Asthma
SLC44A4,Asthma
SNORD48,Asthma
SNORD52,Asthma
STK19,Asthma
TNXA,Asthma
TNXB,Asthma
VARS,Asthma
ZBTB12,Asthma
LOC101927811,Asthma
CAPSL,Asthma
LOC100506406,Asthma
UGT3A1,Asthma
KRT24,Asthma
KRT222,Asthma
SMARCE1,Asthma
AFF4,Asthma
GDF9,Asthma
LEAP2,Asthma
SEPT8,Asthma
SHROOM1,Asthma
SOWAHA,Asthma
UQCRQ,Asthma
ACBD4,Asthma
C1QL1,Asthma
CCDC103,Asthma
DCAKD,Asthma
EFTUD2,Asthma
FMNL1,Asthma
GFAP,Asthma
HEXIM1,Asthma
HEXIM2,Asthma
KIF18B,Asthma
MAP3K14-AS1,Asthma
MIR6783,Asthma
MIR6784,Asthma
NMT1,Asthma
PLCD3,Asthma
DDX6,Asthma
MIR4464,Asthma
IQCH,Asthma
MIR5708,Asthma
ANKRD16,Asthma
FBXO18,Asthma
IL15RA,Asthma
MIR3155A,Asthma
MIR3155B,Asthma
PFKFB3,Asthma
INHBC,Asthma
MIR1228,Asthma
NDUFA4L2,Asthma
NXPH4,Asthma
R3HDM2,Asthma
SHMT2,Asthma
STAC3,Asthma
GATA3-AS1,Asthma
AP5B1,Asthma
KAT5,Asthma
MIR4489,Asthma
OVOL1-AS1,Asthma
RELA,Asthma
RNASEH2C,Asthma
SIPA1,Asthma
POU2F1,Asthma
HHEX,Asthma
IDE,Asthma
ARFRP1,Asthma
LIME1,Asthma
RTEL1-TNFRSF6B,Asthma
SLC2A4RG,Asthma
ZBTB46,Asthma
ZGPAT,Asthma
MIR6731,Asthma
FEN1,Asthma
MIR611,Asthma
MIR1908,Asthma
MYRF,Asthma
TMEM258,Asthma
PPP2R1B,Asthma
MIR1204,Asthma
MIR146A,Asthma
TIAM2,Asthma
PKN3,Asthma
LINC00393,Asthma
ADAMTS10,Asthma
ACTL9,Asthma
OR1M1,Asthma
CEBPA,Asthma
TSHZ2,Asthma
TMSB4X,Asthma
FAM9C,Asthma
PPP1R3F,Asthma
COL11A2,Asthma
TCP11,Asthma
OLIG3,Asthma
LOC100130476,Asthma
TOMM7,Asthma
POU5F1B,Asthma
DMRTA1,Asthma
ELAVL2,Asthma
PRKCQ,Asthma
SFTA1P,Asthma
MUC5B,Asthma
LAYN,Asthma
KIRREL3-AS3,Asthma
HNF1A-AS1,Asthma
INSM2,Asthma
CCR7,Asthma
KRT25,Asthma
ARHGAP27,Asthma
MEX3C,Asthma
SLC19A3,Asthma
ILDR1,Asthma
SDHAP1,Asthma
TFRC,Asthma
FBXO45,Asthma
CEP19,Asthma
RFC1,Asthma
KLB,Asthma
ENO1,Asthma
SPSB1,Asthma
FASLG,Asthma
MYOG,Asthma
ANAPC1,Asthma
TEX41,Asthma
PABPC1P2,Asthma
LOC101929567,Asthma
LINC00298,Asthma
ID2-AS1,Asthma
LOC101929551,Asthma
LOC101928272,Asthma
LINC00708,Asthma
TAF3,Asthma
IL21R,Asthma
IL21R-AS1,Asthma
GTF3C1,Asthma
STARD4,Asthma
SP8,Asthma
LOC101927769,Asthma
RPL23P8,Asthma
LPP-AS1,Asthma
FLJ42393,Asthma
LPP-AS2,Asthma
MIR28,Asthma
TPRG1-AS1,Asthma
LOC100996664,Asthma
ZFP36L1,Asthma
LOC105370548,Asthma
ZFYVE26,Asthma
ACTN1,Asthma
WDR53,Asthma
PIGX,Asthma
PAK2,Asthma
MYBPH,Asthma
CHI3L1,Asthma
PPFIA4,Asthma
CHIT1,Asthma
SYMPK,Asthma
IRF2BP1,Asthma
MYPOP,Asthma
NANOS2,Asthma
RSPH6A,Asthma
LINC00501,Asthma
LINC00578,Asthma
LINC01209,Asthma
LINC01208,Asthma
MIR7977,Asthma
CREG1,Asthma
RCSD1,Asthma
TRP-CGG1-1,Asthma
TRP-AGG2-1,Asthma
KRT26,Asthma
KRT27,Asthma
MIR4305,Asthma
LHFP,Asthma
LINC00332,Asthma
LINC00548,Asthma
LINC00598,Asthma
ATP5C1,Asthma
MACC1,Asthma
MACC1-AS1,Asthma
LOC101927668,Asthma
RUNX1-IT1,Asthma
LOC100506403,Asthma
LINC01426,Asthma
LINC00160,Asthma
CLIC6,Asthma
TNS4,Asthma
FNDC9,Asthma
LOC102724404,Asthma
ITK,Asthma
NIPAL4,Asthma
ADAM19,Asthma
LOC100996351,Asthma
GNA11,Asthma
S1PR4,Asthma
NCLN,Asthma
AES,Asthma
IQCH-AS1,Asthma
C15orf61,Asthma
TNFRSF1B,Asthma
MIR4632,Asthma
MIIP,Asthma
MIR6729,Asthma
MIR7846,Asthma
LRP3,Asthma
TRT-AGT1-3,Asthma
WDR88,Asthma
CEBPA-AS1,Asthma
ALG2,Asthma
SEC61B,Asthma
NAMA,Asthma
GALNT12,Asthma
NEMP1,Asthma
ING5,Asthma
NEU4,Asthma
DTYMK,Asthma
ATG4B,Asthma
TNP2,Asthma
PRM3,Asthma
PRM2,Asthma
PRM1,Asthma
RORA-AS2,Asthma
RORA-AS1,Asthma
ICE2,Asthma
ANXA2,Asthma
FOXB1,Asthma
BCL6,Asthma
LOC100131635,Asthma
RTP2,Asthma
CASP8AP2,Asthma
MDN1,Asthma
MAP2K5,Asthma
ZNF704,Asthma
MRPS28,Asthma
LOC101927040,Asthma
TLR6,Asthma
FAM114A1,Asthma
MIR574,Asthma
KLF3,Asthma
MIR181A1HG,Asthma
ATP6V1G3,Asthma
MIR181B1,Asthma
MIR181A1,Asthma
LINC01222,Asthma
BCL9L,Asthma
MIR4492,Asthma
UPK2,Asthma
FOXR1,Asthma
FOSL1,Asthma
CCDC85B,Asthma
FIBP,Asthma
CTSW,Asthma
C11orf68,Asthma
DRAP1,Asthma
MUC5AC,Asthma
LOC101927503,Asthma
MUC6,Asthma
AP2A2,Asthma
LOC101927207,Asthma
LINC01169,Asthma
ANKH,Asthma
TRIO,Asthma
LOC100130744,Asthma
MIR4637,Asthma
BBS12,Asthma
LOC401312,Asthma
SNORD93,Asthma
LOC100506178,Asthma
FAM126A,Asthma
ADGRB2,Asthma
PEF1,Asthma
MIR4254,Asthma
HCRTR1,Asthma
SPOCD1,Asthma
LOC105374301,Asthma
TNK2,Asthma
MIR6829,Asthma
LINC00885,Asthma
LOC101926941,Asthma
RNF14,Asthma
PCDH12,Asthma
WDR97,Asthma
CYC1,Asthma
GPAA1,Asthma
EXOSC4,Asthma
NPNT,Asthma
GSTCD,Asthma
LOC101929529,Asthma
LOC101929577,Asthma
TBCK,Asthma
INTS12,Asthma
C16orf82,Asthma
CCR4,Asthma
TRIM71,Asthma
HSD17B4,Asthma
DMXL1,Asthma
MIR5706,Asthma
FAM170A,Asthma
DTWD2,Asthma
MIR548F3,Asthma
PRKCQ-AS1,Asthma
LOC101928150,Asthma
LINC00706,Asthma
LINC00707,Asthma
LOC399715,Asthma
TRPC3,Asthma
BBS7,Asthma
THAP12,Asthma
TSKU,Asthma
MIR3135B,Asthma
KIN,Asthma
DAW1,Asthma
SPHKAP,Asthma
C2orf83,Asthma
AGFG1,Asthma
LOC101928837,Asthma
CEP83,Asthma
CEP83-AS1,Asthma
CRADD,Asthma
MIR5700,Asthma
TMCC3,Asthma
LOC101928140,Asthma
C6orf58,Asthma
SOGA3,Asthma
KIAA0408,Asthma
MIR802,Asthma
CREB5,Asthma
TAX1BP1,Asthma
HIBADH,Asthma
TSL,Asthma
TPRG1,Asthma
TPRG1-AS2,Asthma
TRAK2,Breast cancer
ALS2CR11,Breast cancer
SIAH2,Breast cancer
FGF10,Breast cancer
MRPS30,Breast cancer
MAP3K1,Breast cancer
CCDC170,Breast cancer
ESR1,Breast cancer
FGFR2,Breast cancer
PTHLH,Breast cancer
UBA52P7,Breast cancer
TOX3,Breast cancer
CASC16,Breast cancer
LOC100505768,Breast cancer
SYT14,Breast cancer
SNRNP27,Breast cancer
ALCAM,Breast cancer
MIER3,Breast cancer
LMX1B,Breast cancer
BCAT1,Breast cancer
FAR2,Breast cancer
CYP19A1,Breast cancer
SETBP1,Breast cancer
CLIC6,Breast cancer
RUNX1,Breast cancer
LOC107985515,Breast cancer
LOC102723839,Breast cancer
RN7SL383P,Breast cancer
intergenic,Breast cancer
GLG1,Breast cancer
ECHDC1,Breast cancer
RNF146,Breast cancer
TNIP3,Breast cancer
SLC45A1,Breast cancer
RAD51L1,Breast cancer
C6orf97,Breast cancer
ZNF365,Breast cancer
LSP1,Breast cancer
SLC4A7,Breast cancer
CDKN2A,Breast cancer
CDKN2B,Breast cancer
ZMIZ1,Breast cancer
ANKRD16,Breast cancer
FBXO18,Breast cancer
FGF3,Breast cancer
MYEOV,Breast cancer
CCND1,Breast cancer
ORAOV1,Breast cancer
FGF19,Breast cancer
FGF4,Breast cancer
TNRC9,Breast cancer
KLF4,Breast cancer
ACTL7A,Breast cancer
RAD23B,Breast cancer
LOC643714,Breast cancer
FBN1,Breast cancer
COL1A1,Breast cancer
GRIK1,Breast cancer
ABCC4,Breast cancer
ERBB4,Breast cancer
TERT,Breast cancer
MERIT40,Breast cancer
PEX14,Breast cancer
EBF1,Breast cancer
NTN4,Breast cancer
BRCA2,Breast cancer
N4BP2L1,Breast cancer
FTO,Breast cancer
MIR1972-2,Breast cancer
MKL1,Breast cancer
LRRN2,Breast cancer
PIK3C2B,Breast cancer
MDM4,Breast cancer
LGR6,Breast cancer
UBE2T,Breast cancer
PTPN7,Breast cancer
KIAA1752,Breast cancer
SSBP4,Breast cancer
ISYNA1,Breast cancer
ELL,Breast cancer
EMID1,Breast cancer
RHBDD3,Breast cancer
EWSR1,Breast cancer
CHEK2,Breast cancer
ARHGEF5,Breast cancer
NOBOX,Breast cancer
TCF7L2,Breast cancer
CHST9,Breast cancer
COX11,Breast cancer
NRIP1,Breast cancer
BCL2L15,Breast cancer
AP4B1,Breast cancer
DCLRE1B,Breast cancer
HIPK1,Breast cancer
PTPN22,Breast cancer
METAP1D,Breast cancer
DLX1,Breast cancer
DLX2,Breast cancer
DIRC3,Breast cancer
C19orf61,Breast cancer
KCNN4,Breast cancer
LYPD5,Breast cancer
ZNF283,Breast cancer
RANBP9,Breast cancer
MYC,Breast cancer
MIR1208,Breast cancer
DNAJC1,Breast cancer
MLLT10,Breast cancer
DKFZp761E198,Breast cancer
OVOL1,Breast cancer
SNX32,Breast cancer
CFL1,Breast cancer
MUS81,Breast cancer
N4BP2L2,Breast cancer
PAX9,Breast cancer
SLC25A21,Breast cancer
CCDC88C,Breast cancer
CDYL2,Breast cancer
ITPR1,Breast cancer
EGOT,Breast cancer
TGFBR2,Breast cancer
TET2,Breast cancer
ADAM29,Breast cancer
RAB3C,Breast cancer
FOXQ1,Breast cancer
CDCA7,Breast cancer
PDE4D,Breast cancer
HNF4G,Breast cancer
ANKLE1,Breast cancer
C19orf62,Breast cancer
ABHD8,Breast cancer
ROPN1L,Breast cancer
ZNF577,Breast cancer
TAB2,Breast cancer
TMEM45B,Breast cancer
BARX2,Breast cancer
NR,Breast cancer
SOGA2,Breast cancer
CTNNA2,Breast cancer
ZC3H11A,Breast cancer
ARRDC3,Breast cancer
PRC1,Breast cancer
IGFBP5,Breast cancer
RAD51B,Breast cancer
TBX3,Breast cancer
EMBP1,Breast cancer
EXO1,Breast cancer
ARHGEF6,Breast cancer
APOBEC3A,Breast cancer
APOBEC3B,Breast cancer
AKAP9,Breast cancer
LINC00536,Breast cancer
TCFL2,Breast cancer
OTUD7B,Breast cancer
EGOT/ITPR1,Breast cancer
ATNX7,Breast cancer
ZMZ1,Breast cancer
TNFSF10,Breast cancer
BAIAP2,Breast cancer
ATF7IP,Breast cancer
GALC,Breast cancer
RALY,Breast cancer
EIF2S2,Breast cancer
ASIP,Breast cancer
FAM46A,Breast cancer
C6orf37,Breast cancer
LMO4,Breast cancer
LINC00160,Breast cancer
Intergenic,Breast cancer
INHBB,Breast cancer
ADHB8,Breast cancer
WDR43,Breast cancer
FAM126B,Breast cancer
NDUFB3,Breast cancer
CLK1,Breast cancer
PPIL3,Breast cancer
KLF5,Breast cancer
KLF12,Breast cancer
NREP,Breast cancer
AMFR,Breast cancer
CUX1,Breast cancer
HELQ,Breast cancer
L3MBTL3,Breast cancer
GATAD2A,Breast cancer
MIR640,Breast cancer
ASTN2,Breast cancer
LOC105369192,Breast cancer
KANSL1,Breast cancer
ESRRG,Breast cancer
GIPR,Breast cancer
TRIM46,Breast cancer
CREB5,Breast cancer
KLHDC7A,Breast cancer
ZBTB38,Breast cancer
GAREM1,Breast cancer
PIK3R3,Breast cancer
LOC101929626,Breast cancer
HIVEP3,Breast cancer
FOXP1,Breast cancer
ZFPM3,Breast cancer
VGLL3,Breast cancer
CDKAL1,Breast cancer
HSPA4,Breast cancer
ADSSL1,Breast cancer
PLA2G6,Breast cancer
ATXN1,Breast cancer
ADCY3,Breast cancer
PIDD1,Breast cancer
DNAH11,Breast cancer
CDCA7L,Breast cancer
NEK10,Breast cancer
ADCY9,Breast cancer
KDELC2,Breast cancer
CDH2,Breast cancer
NCOA1,Breast cancer
TSPAN16,Breast cancer
CCNE1,Breast cancer
ANXA13,Breast cancer
RPL23AP53,Breast cancer
CMSS1,Breast cancer
FILIP1L,Breast cancer
AHRR,Breast cancer
XRCC6,Breast cancer
GRHL1,Breast cancer
BCL2L11,Breast cancer
MCM8,Breast cancer
PHLDA3,Breast cancer
CNTNAP1,Breast cancer
ABO,Breast cancer
NFIX1,Breast cancer
EM1D1,Breast cancer
KCCN4,Breast cancer
CASP8,Breast cancer
ALS2CR12,Breast cancer
DLX2-AS1,Breast cancer
ATG10,Breast cancer
RIN3,Breast cancer
FLJ43663,Breast cancer
RNF115,Breast cancer
ATAD5,Breast cancer
LOC10028814,Breast cancer
NBPF10,Breast cancer
